1-H3,10030,,,,
2-HE6,20060,,,,
2-HE8,20080,,,,
3-LI8,30080,,,,
3-LI9,30090,,,,
4-BE7,40070,,,,
4-BE10,40100,,,,
4-BE11,40110,,,,
4-BE12,40120,,,,
5-B12,50120,,,,
5-B13,50130,,,,
5-B14,50140,,,,
6-C9,60090,,,,
6-C10,60100,,,,
6-C11,60110,,,,
6-C14,60140,,,,
6-C15,60150,,,,
6-C16,60160,,,,
7-N12,70120,,,,
7-N13,70130,,,,
7-N16,70160,,,,
7-N17,70170,,,,
7-N18,70180,,,,
8-O13,80130,,,,
8-O14,80140,,,,
8-O15,80150,,,,
8-O19,80190,,,,
8-O20,80200,,,,
9-F18,90180,,,,
9-F20,90200,,,,
9-F21,90210,,,,
9-F22,90220,,,,
9-F23,90230,,,,
10-NE18,100180,,,,
10-NE19,100190,,,,
10-NE23,100230,,,,
10-NE24,100240,,,,
10-NE25,100250,,,,
11-NA20,110200,,,,
11-NA21,110210,,,,
11-NA22,110220,,,,
11-NA24,110240,,,,
11-NA24,110241,,,,
11-NA25,110250,,,,
11-NA26,110260,,,,
11-NA27,110270,,,,
11-NA28,110280,,,,
11-NA29,110290,,,,
11-NA33,110330,,,,
11-NA34,110340,,,,
11-NA35,110350,,,,
12-MG21,120210,,,,
12-MG22,120220,,,,
12-MG23,120230,,,,
12-MG27,120270,,,,
12-MG28,120280,,,,
12-MG29,120290,,,,
12-MG33,120330,,,,
13-AL23,130230,,,,
13-AL24,130240,,,,
13-AL24,130241,,,,
13-AL25,130250,,,,
13-AL26,130260,,,,
13-AL26,130261,,,,
13-AL28,130280,,,,
13-AL29,130290,,,,
13-AL30,130300,,,,
13-AL31,130310,,,,
13-AL32,130320,,,,
14-SI25,140250,,,,
14-SI26,140260,,,,
14-SI27,140270,,,,
14-SI31,140310,,,,
14-SI32,140320,,,,
14-SI33,140330,,,,
14-SI34,140340,,,,
15-P28,150280,,,,
15-P29,150290,,,,
15-P30,150300,,,,
15-P32,150320,,,,
15-P33,150330,,,,
15-P34,150340,,,,
15-P35,150350,,,,
15-P36,150360,,,,
16-S29,160290,,,,
16-S30,160300,,,,
16-S31,160310,,,,
16-S35,160350,,,,
16-S37,160370,,,,
16-S38,160380,,,,
16-S39,160390,,,,
17-CL32,170320,,,,
17-CL33,170330,,,,
17-CL34,170340,,,,
17-CL34,170341,,,,
17-CL36,170360,,,,
17-CL38,170380,,,,
17-CL38,170381,,,,
17-CL39,170390,,,,
17-CL40,170400,,,,
17-CL41,170410,,,,
17-CL42,170420,,,,
17-CL43,170430,,,,
18-AR33,180330,,,,
18-AR34,180340,,,,
18-AR35,180350,,,,
18-AR37,180370,,,,
18-AR39,180390,,,,
18-AR41,180410,,,,
18-AR42,180420,,,,
18-AR43,180430,,,,
18-AR44,180440,,,,
18-AR45,180450,,,,
18-AR46,180460,,,,
19-K35,190350,,,,
19-K36,190360,,,,
19-K37,190370,,,,
19-K38,190380,,,,
19-K38,190381,,,,
19-K40,190400,,,,
19-K42,190420,,,,
19-K43,190430,,,,
19-K44,190440,,,,
19-K45,190450,,,,
19-K46,190460,,,,
19-K47,190470,,,,
19-K48,190480,,,,
19-K49,190490,,,,
19-K50,190500,,,,
19-K51,190510,,,,
20-CA36,200360,,,,
20-CA37,200370,,,,
20-CA38,200380,,,,
20-CA39,200390,,,,
20-CA41,200410,,,,
20-CA45,200450,,,,
20-CA47,200470,,,,
20-CA49,200490,,,,
20-CA50,200500,,,,
20-CA51,200510,,,,
21-SC40,210400,,,,
21-SC41,210410,,,,
21-SC42,210420,,,,
21-SC42,210421,,,,
21-SC43,210430,,,,
21-SC44,210440,,,,
21-SC44,210441,,,,
21-SC45,210451,,,,
21-SC46,210460,,,,
21-SC46,210461,,,,
21-SC47,210470,,,,
21-SC48,210480,,,,
21-SC49,210490,,,,
21-SC50,210500,,,,
21-SC50,210501,,,,
21-SC51,210510,,,,
22-TI41,220410,,,,
22-TI42,220420,,,,
22-TI43,220430,,,,
22-TI44,220440,,,,
22-TI45,220450,,,,
22-TI51,220510,,,,
22-TI52,220520,,,,
22-TI53,220530,,,,
23-V44,230440,,,,
23-V45,230450,,,,
23-V46,230460,,,,
23-V46,230461,,,,
23-V47,230470,,,,
23-V48,230480,,,,
23-V49,230490,,,,
23-V50,230500,,,,
23-V52,230520,,,,
23-V53,230530,,,,
23-V54,230540,,,,
23-V55,230550,,,,
24-CR45,240450,,,,
24-CR46,240460,,,,
24-CR47,240470,,,,
24-CR48,240480,,,,
24-CR49,240490,,,,
24-CR51,240510,,,,
24-CR55,240550,,,,
24-CR56,240560,,,,
24-CR57,240570,,,,
25-MN49,250490,,,,
25-MN50,250500,,,,
25-MN50,250501,,,,
25-MN51,250510,,,,
25-MN52,250520,,,,
25-MN52,250521,,,,
25-MN53,250530,,,,
25-MN54,250540,,,,
25-MN56,250560,,,,
25-MN57,250570,,,,
25-MN58,250580,,,,
25-MN58,250581,,,,
25-MN59,250590,,,,
25-MN60,250600,,,,
26-FE49,260490,,,,
26-FE51,260510,,,,
26-FE52,260520,,,,
26-FE52,260521,,,,
26-FE53,260530,,,,
26-FE53,260531,,,,
26-FE55,260550,,,,
26-FE59,260590,,,,
26-FE60,260600,,,,
26-FE61,260610,,,,
26-FE62,260620,,,,
26-FE63,260630,,,,
27-CO53,270530,,,,
27-CO53,270531,,,,
27-CO54,270540,,,,
27-CO54,270541,,,,
27-CO55,270550,,,,
27-CO56,270560,,,,
27-CO57,270570,,,,
27-CO58,270580,,,,
27-CO58,270581,,,,
27-CO60,270600,,,,
27-CO60,270601,,,,
27-CO61,270610,,,,
27-CO62,270620,,,,
27-CO62,270621,,,,
27-CO63,270630,,,,
27-CO64,270640,,,,
27-CO65,270650,,,,
27-CO66,270660,,,,
28-NI53,280530,,,,
28-NI55,280550,,,,
28-NI56,280560,,,,
28-NI57,280570,,,,
28-NI59,280590,,,,
28-NI63,280630,,,,
28-NI65,280650,,,,
28-NI66,280660,,,,
28-NI67,280670,,,,
28-NI68,280680,,,,
28-NI69,280690,,,,
29-CU57,290570,,,,
29-CU58,290580,,,,
29-CU59,290590,,,,
29-CU60,290600,,,,
29-CU61,290610,,,,
29-CU62,290620,,,,
29-CU64,290640,,,,
29-CU66,290660,,,,
29-CU67,290670,,,,
29-CU68,290680,,,,
29-CU68,290681,,,,
29-CU69,290690,,,,
29-CU70,290700,,,,
29-CU70,290701,,,,
29-CU71,290710,,,,
29-CU72,290720,,,,
29-CU73,290730,,,,
29-CU74,290740,,,,
29-CU75,290750,,,,
29-CU76,290760,,,,
29-CU78,290780,,,,
30-ZN57,300570,,,,
30-ZN59,300590,,,,
30-ZN60,300600,,,,
30-ZN61,300610,,,,
30-ZN62,300620,,,,
30-ZN63,300630,,,,
30-ZN65,300650,,,,
30-ZN69,300690,,,,
30-ZN69,300691,,,,
30-ZN71,300710,,,,
30-ZN71,300711,,,,
30-ZN72,300720,,,,
30-ZN73,300730,,,,
30-ZN73,300731,,,,
30-ZN74,300740,,,,
30-ZN75,300750,,,,
30-ZN76,300760,,,,
30-ZN77,300770,,,,
30-ZN77,300771,,,,
30-ZN78,300780,,,,
30-ZN79,300790,,,,
30-ZN80,300800,,,,
31-GA62,310620,,,,
31-GA63,310630,,,,
31-GA64,310640,,,,
31-GA65,310650,,,,
31-GA66,310660,,,,
31-GA67,310670,,,,
31-GA68,310680,,,,
31-GA70,310700,,,,
31-GA72,310720,,,,
31-GA72,310721,,,,
31-GA73,310730,,,,
31-GA74,310740,,,,
31-GA74,310741,,,,
31-GA75,310750,,,,
31-GA76,310760,,,,
31-GA77,310770,,,,
31-GA78,310780,,,,
31-GA79,310790,,,,
31-GA80,310800,,,,
31-GA81,310810,,,,
31-GA82,310820,,,,
31-GA83,310830,,,,
31-GA84,310840,,,,
32-GE64,320640,,,,
32-GE65,320650,,,,
32-GE66,320660,,,,
32-GE67,320670,,,,
32-GE68,320680,,,,
32-GE69,320690,,,,
32-GE71,320710,,,,
32-GE71,320711,,,,
32-GE73,320731,,,,
32-GE75,320750,,,,
32-GE75,320751,,,,
32-GE77,320770,,,,
32-GE77,320771,,,,
32-GE78,320780,,,,
32-GE79,320790,,,,
32-GE79,320791,,,,
32-GE80,320800,,,,
32-GE81,320810,,,,
32-GE81,320811,,,,
32-GE82,320820,,,,
32-GE83,320830,,,,
32-GE84,320840,,,,
32-GE85,320850,,,,
32-GE86,320860,,,,
33-AS66,330660,,,,
33-AS67,330670,,,,
33-AS68,330680,,,,
33-AS69,330690,,,,
33-AS70,330700,,,,
33-AS71,330710,,,,
33-AS72,330720,,,,
33-AS73,330730,,,,
33-AS74,330740,,,,
33-AS75,330751,,,,
33-AS76,330760,,,,
33-AS77,330770,,,,
33-AS78,330780,,,,
33-AS79,330790,,,,
33-AS80,330800,,,,
33-AS81,330810,,,,
33-AS82,330820,,,,
33-AS82,330821,,,,
33-AS83,330830,,,,
33-AS84,330840,,,,
33-AS85,330850,,,,
33-AS86,330860,,,,
33-AS87,330870,,,,
33-AS88,330880,,,,
34-SE68,340680,,,,
34-SE69,340690,,,,
34-SE70,340700,,,,
34-SE71,340710,,,,
34-SE72,340720,,,,
34-SE73,340730,,,,
34-SE73,340731,,,,
34-SE75,340750,,,,
34-SE77,340771,,,,
34-SE79,340790,,,,
34-SE79,340791,,,,
34-SE81,340810,,,,
34-SE81,340811,,,,
34-SE82,340820,,,,
34-SE83,340830,,,,
34-SE83,340831,,,,
34-SE84,340840,,,,
34-SE85,340850,,,,
34-SE86,340860,,,,
34-SE87,340870,,,,
34-SE88,340880,,,,
34-SE89,340890,,,,
34-SE90,340900,,,,
34-SE91,340910,,,,
34-SE92,340920,,,,
35-BR71,350710,,,,
35-BR72,350720,,,,
35-BR73,350730,,,,
35-BR74,350740,,,,
35-BR74,350741,,,,
35-BR75,350750,,,,
35-BR76,350760,,,,
35-BR76,350761,,,,
35-BR77,350770,,,,
35-BR77,350771,,,,
35-BR78,350780,,,,
35-BR79,350791,,,,
35-BR80,350800,,,,
35-BR80,350801,,,,
35-BR82,350820,,,,
35-BR82,350821,,,,
35-BR83,350830,,,,
35-BR84,350840,,,,
35-BR84,350841,,,,
35-BR85,350850,,,,
35-BR86,350860,,,,
35-BR87,350870,,,,
35-BR88,350880,,,,
35-BR89,350890,,,,
35-BR90,350900,,,,
35-BR91,350910,,,,
35-BR92,350920,,,,
35-BR93,350930,,,,
35-BR94,350940,,,,
36-KR71,360710,,,,
36-KR72,360720,,,,
36-KR73,360730,,,,
36-KR74,360740,,,,
36-KR75,360750,,,,
36-KR76,360760,,,,
36-KR77,360770,,,,
36-KR79,360790,,,,
36-KR79,360791,,,,
36-KR81,360810,,,,
36-KR81,360811,,,,
36-KR83,360831,,,,
36-KR85,360850,,,,
36-KR85,360851,,,,
36-KR87,360870,,,,
36-KR88,360880,,,,
36-KR89,360890,,,,
36-KR90,360900,,,,
36-KR91,360910,,,,
36-KR92,360920,,,,
36-KR93,360930,,,,
36-KR94,360940,,,,
36-KR95,360950,,,,
37-RB74,370740,,,,
37-RB75,370750,,,,
37-RB76,370760,,,,
37-RB77,370770,,,,
37-RB78,370780,,,,
37-RB78,370781,,,,
37-RB79,370790,,,,
37-RB80,370800,,,,
37-RB81,370810,,,,
37-RB81,370811,,,,
37-RB82,370820,,,,
37-RB82,370821,,,,
37-RB83,370830,,,,
37-RB84,370840,,,,
37-RB84,370841,,,,
37-RB86,370860,,,,
37-RB86,370861,,,,
37-RB87,370870,,,,
37-RB88,370880,,,,
37-RB89,370890,,,,
37-RB90,370900,,,,
37-RB90,370901,,,,
37-RB91,370910,,,,
37-RB92,370920,,,,
37-RB93,370930,,,,
37-RB94,370940,,,,
37-RB95,370950,,,,
37-RB96,370960,,,,
37-RB97,370970,,,,
37-RB98,370980,,,,
37-RB99,370990,,,,
37-RB100,371000,,,,
37-RB101,371010,,,,
37-RB102,371020,,,,
38-SR77,380770,,,,
38-SR79,380790,,,,
38-SR80,380800,,,,
38-SR81,380810,,,,
38-SR82,380820,,,,
38-SR83,380830,,,,
38-SR83,380831,,,,
38-SR85,380850,,,,
38-SR85,380851,,,,
38-SR87,380871,,,,
38-SR89,380890,,,,
38-SR90,380900,,,,
38-SR91,380910,,,,
38-SR92,380920,,,,
38-SR93,380930,,,,
38-SR94,380940,,,,
38-SR95,380950,,,,
38-SR96,380960,,,,
38-SR97,380970,,,,
38-SR98,380980,,,,
38-SR99,380990,,,,
38-SR100,381000,,,,
38-SR101,381010,,,,
38-SR102,381020,,,,
39-Y80,390800,,,,
39-Y81,390810,,,,
39-Y82,390820,,,,
39-Y83,390830,,,,
39-Y83,390831,,,,
39-Y84,390840,,,,
39-Y84,390841,,,,
39-Y85,390850,,,,
39-Y85,390851,,,,
39-Y86,390860,,,,
39-Y86,390861,,,,
39-Y87,390870,,,,
39-Y87,390871,,,,
39-Y88,390880,,,,
39-Y89,390891,,,,
39-Y90,390900,,,,
39-Y90,390901,,,,
39-Y91,390910,,,,
39-Y91,390911,,,,
39-Y92,390920,,,,
39-Y93,390930,,,,
39-Y93,390931,,,,
39-Y94,390940,,,,
39-Y95,390950,,,,
39-Y96,390960,,,,
39-Y96,390961,,,,
39-Y97,390970,,,,
39-Y97,390971,,,,
39-Y98,390980,,,,
39-Y98,390981,,,,
39-Y99,390990,,,,
39-Y100,391000,,,,
39-Y100,391001,,,,
39-Y101,391010,,,,
39-Y102,391020,,,,
39-Y103,391030,,,,
40-ZR82,400820,,,,
40-ZR83,400830,,,,
40-ZR84,400840,,,,
40-ZR85,400850,,,,
40-ZR85,400851,,,,
40-ZR86,400860,,,,
40-ZR87,400870,,,,
40-ZR87,400871,,,,
40-ZR88,400880,,,,
40-ZR89,400890,,,,
40-ZR89,400891,,,,
40-ZR90,400901,,,,
40-ZR93,400930,,,,
40-ZR95,400950,,,,
40-ZR97,400970,,,,
40-ZR98,400980,,,,
40-ZR99,400990,,,,
40-ZR100,401000,,,,
40-ZR101,401010,,,,
40-ZR102,401020,,,,
40-ZR103,401030,,,,
40-ZR104,401040,,,,
41-NB84,410840,,,,
41-NB86,410860,,,,
41-NB87,410870,,,,
41-NB87,410871,,,,
41-NB88,410880,,,,
41-NB88,410881,,,,
41-NB89,410890,,,,
41-NB89,410891,,,,
41-NB90,410900,,,,
41-NB90,410901,,,,
41-NB91,410910,,,,
41-NB91,410911,,,,
41-NB92,410920,,,,
41-NB92,410921,,,,
41-NB93,410931,,,,
41-NB94,410940,,,,
41-NB94,410941,,,,
41-NB95,410950,,,,
41-NB95,410951,,,,
41-NB96,410960,,,,
41-NB97,410970,,,,
41-NB97,410971,,,,
41-NB98,410980,,,,
41-NB98,410981,,,,
41-NB99,410990,,,,
41-NB99,410991,,,,
41-NB100,411000,,,,
41-NB100,411001,,,,
41-NB101,411010,,,,
41-NB102,411020,,,,
41-NB102,411021,,,,
41-NB103,411030,,,,
41-NB104,411040,,,,
41-NB104,411041,,,,
41-NB105,411050,,,,
41-NB106,411060,,,,
41-NB107,411070,,,,
41-NB108,411080,,,,
42-MO87,420870,,,,
42-MO88,420880,,,,
42-MO90,420900,,,,
42-MO91,420910,,,,
42-MO91,420911,,,,
42-MO93,420930,,,,
42-MO93,420931,,,,
42-MO99,420990,,,,
42-MO101,421010,,,,
42-MO102,421020,,,,
42-MO103,421030,,,,
42-MO104,421040,,,,
42-MO105,421050,,,,
42-MO106,421060,,,,
42-MO107,421070,,,,
42-MO108,421080,,,,
42-MO110,421100,,,,
43-TC90,430900,,,,
43-TC91,430910,,,,
43-TC91,430911,,,,
43-TC92,430920,,,,
43-TC93,430930,,,,
43-TC93,430931,,,,
43-TC94,430940,,,,
43-TC94,430941,,,,
43-TC95,430950,,,,
43-TC95,430951,,,,
43-TC96,430960,,,,
43-TC96,430961,,,,
43-TC97,430970,,,,
43-TC97,430971,,,,
43-TC98,430980,,,,
43-TC99,430990,,,,
43-TC99,430991,,,,
43-TC100,431000,,,,
43-TC101,431010,,,,
43-TC102,431020,,,,
43-TC102,431021,,,,
43-TC103,431030,,,,
43-TC104,431040,,,,
43-TC105,431050,,,,
43-TC106,431060,,,,
43-TC107,431070,,,,
43-TC108,431080,,,,
43-TC109,431090,,,,
43-TC110,431100,,,,
43-TC111,431110,,,,
43-TC112,431120,,,,
44-RU92,440920,,,,
44-RU93,440930,,,,
44-RU93,440931,,,,
44-RU94,440940,,,,
44-RU95,440950,,,,
44-RU97,440970,,,,
44-RU103,441030,,,,
44-RU103,441031,,,,
44-RU105,441050,,,,
44-RU106,441060,,,,
44-RU107,441070,,,,
44-RU108,441080,,,,
44-RU109,441090,,,,
44-RU109,441091,,,,
44-RU110,441100,,,,
44-RU111,441110,,,,
44-RU112,441120,,,,
44-RU113,441130,,,,
44-RU114,441140,,,,
45-RH94,450940,,,,
45-RH94,450941,,,,
45-RH95,450950,,,,
45-RH95,450951,,,,
45-RH96,450960,,,,
45-RH96,450961,,,,
45-RH97,450970,,,,
45-RH97,450971,,,,
45-RH98,450980,,,,
45-RH98,450981,,,,
45-RH99,450990,,,,
45-RH99,450991,,,,
45-RH100,451000,,,,
45-RH100,451001,,,,
45-RH101,451010,,,,
45-RH101,451011,,,,
45-RH102,451020,,,,
45-RH102,451021,,,,
45-RH103,451031,,,,
45-RH104,451040,,,,
45-RH104,451041,,,,
45-RH105,451050,,,,
45-RH105,451051,,,,
45-RH106,451060,,,,
45-RH106,451061,,,,
45-RH107,451070,,,,
45-RH108,451080,,,,
45-RH108,451081,,,,
45-RH109,451090,,,,
45-RH110,451100,,,,
45-RH110,451101,,,,
45-RH111,451110,,,,
45-RH112,451120,,,,
45-RH113,451130,,,,
45-RH114,451140,,,,
45-RH114,451141,,,,
45-RH115,451150,,,,
45-RH116,451160,,,,
45-RH116,451161,,,,
45-RH117,451170,,,,
45-RH119,451190,,,,
46-PD94,460940,,,,
46-PD97,460970,,,,
46-PD98,460980,,,,
46-PD99,460990,,,,
46-PD100,461000,,,,
46-PD101,461010,,,,
46-PD103,461030,,,,
46-PD107,461070,,,,
46-PD107,461071,,,,
46-PD109,461090,,,,
46-PD109,461091,,,,
46-PD111,461110,,,,
46-PD111,461111,,,,
46-PD112,461120,,,,
46-PD113,461130,,,,
46-PD113,461131,,,,
46-PD114,461140,,,,
46-PD115,461150,,,,
46-PD116,461160,,,,
46-PD117,461170,,,,
46-PD118,461180,,,,
46-PD119,461190,,,,
46-PD120,461200,,,,
46-PD122,461220,,,,
47-AG97,470970,,,,
47-AG98,470980,,,,
47-AG99,470990,,,,
47-AG99,470991,,,,
47-AG100,471000,,,,
47-AG100,471001,,,,
47-AG101,471010,,,,
47-AG101,471011,,,,
47-AG102,471020,,,,
47-AG102,471021,,,,
47-AG103,471030,,,,
47-AG103,471031,,,,
47-AG104,471040,,,,
47-AG104,471041,,,,
47-AG105,471050,,,,
47-AG105,471051,,,,
47-AG106,471060,,,,
47-AG106,471061,,,,
47-AG107,471071,,,,
47-AG108,471080,,,,
47-AG108,471081,,,,
47-AG109,471091,,,,
47-AG110,471100,,,,
47-AG110,471101,,,,
47-AG111,471110,,,,
47-AG111,471111,,,,
47-AG112,471120,,,,
47-AG113,471130,,,,
47-AG113,471131,,,,
47-AG114,471140,,,,
47-AG114,471141,,,,
47-AG115,471150,,,,
47-AG115,471151,,,,
47-AG116,471160,,,,
47-AG116,471161,,,,
47-AG117,471170,,,,
47-AG117,471171,,,,
47-AG118,471180,,,,
47-AG118,471181,,,,
