10010,102
10020,16
10020,102
10030,16
20030,102
20030,103
30060,102
30060,103
30070,16
30070,102
40090,102
40090,103
50100,102
50100,103
50110,16
50110,102
50110,103
60130,16
60130,17
60130,102
60130,103
70140,16
70140,102
70140,103
70150,16
70150,102
70150,103
80160,16
80160,102
80160,103
80170,16
80170,17
80170,102
80170,103
80180,16
80180,17
80180,102
80180,103
90190,16
90190,102
90190,103
100200,16
100200,102
100200,103
100210,16
100210,17
100210,102
100210,103
100220,16
100220,17
100220,102
100220,103
110220,16
110220,17
110220,102
110220,103
110230,16
110230,102
110230,103
120240,16
120240,102
120240,103
120250,16
120250,102
120250,103
120260,16
120260,102
120260,103
120270,16
120270,17
120270,102
120270,103
130260,16
130260,17
130260,102
130260,103
130270,16
130270,102
130270,103
140280,16
140280,102
140280,103
140290,16
140290,102
140290,103
140300,16
140300,102
140300,103
140310,16
140310,17
140310,102
140310,103
140320,16
140320,17
140320,102
140320,103
150310,16
150310,17
150310,102
150310,103
150320,16
150320,17
150320,102
150320,103
150330,16
150330,17
150330,102
150330,103
160320,16
160320,17
160320,102
160320,103
160330,16
160330,17
160330,102
160330,103
160340,16
160340,17
160340,102
160340,103
160350,16
160350,17
160350,102
160350,103
160360,16
160360,17
160360,102
160360,103
170350,16
170350,102
170350,103
170360,16
170360,17
170360,102
170360,103
170370,16
170370,17
170370,102
170370,103
180360,16
180360,17
180360,102
180360,103
180370,16
180370,17
180370,102
180370,103
180380,16
180380,17
180380,102
180380,103
180390,16
180390,17
180390,102
180390,103
180400,16
180400,17
180400,102
180400,103
180410,16
180410,17
180410,102
180410,103
190390,16
190390,17
190390,102
190390,103
190400,16
190400,17
190400,102
190400,103
190410,16
190410,17
190410,102
190410,103
200400,16
200400,17
200400,102
200400,103
200410,16
200410,17
200410,102
200410,103
200420,16
200420,17
200420,102
200420,103
200430,16
200430,17
200430,102
200430,103
200440,16
200440,17
200440,102
200440,103
200450,16
200450,17
200450,102
200450,103
200460,16
200460,17
200460,102
200460,103
200470,16
200470,17
200470,102
200470,103
200480,16
200480,17
200480,102
200480,103
210440,16
210440,17
210440,102
210440,103
210450,16
210450,17
210450,102
210450,103
210460,16
210460,17
210460,102
210460,103
210470,16
210470,17
210470,102
210470,103
210480,16
210480,17
210480,102
210480,103
220440,16
220440,17
220440,102
220440,103
220460,16
220460,17
220460,102
220460,103
220470,16
220470,17
220470,102
220470,103
220480,16
220480,17
220480,102
220480,103
220490,16
220490,17
220490,102
220490,103
220500,16
220500,17
220500,102
220500,103
230480,16
230480,17
230480,102
230480,103
230490,16
230490,17
230490,102
230490,103
230500,16
230500,17
230500,102
230500,103
230510,16
230510,17
230510,102
230510,103
240500,102
240510,16
240510,17
240510,102
240510,103
240520,16
240520,102
240520,103
240530,102
240540,102
250520,16
250520,17
250520,102
250520,103
250530,16
250530,17
250530,102
250530,103
250540,16
250540,17
250540,102
250540,103
250550,16
250550,17
250550,102
250550,103
260540,16
260540,102
260540,103
260550,16
260550,17
260550,102
260550,103
260560,16
260560,102
260560,103
260570,16
260570,17
260570,102
260570,103
260580,16
260580,17
260580,102
260580,103
260590,16
260590,17
260590,102
260590,103
260600,16
260600,17
260600,102
260600,103
270560,16
270560,17
270560,102
270560,103
270570,16
270570,17
270570,102
270570,103
270580,16
270580,17
270580,102
270580,103
270581,16
270581,17
270581,102
270581,103
270590,16
270590,102
270590,103
270600,16
270600,17
270600,102
270600,103
270621,16
270621,17
270621,102
270621,103
280560,16
280560,102
280560,103
280570,16
280570,17
280570,102
280570,103
280580,16
280580,102
280580,103
280590,16
280590,17
280590,102
280590,103
280600,16
280600,102
280600,103
280610,16
280610,102
280610,103
280620,16
280620,17
280620,102
280620,103
280630,16
280630,17
280630,102
280630,103
280640,16
280640,102
280640,103
280660,16
280660,17
280660,102
280660,103
290630,16
290630,102
290630,103
290640,16
290640,17
290640,102
290640,103
290650,16
290650,17
290650,102
290650,103
290660,16
290660,17
290660,102
290660,103
290670,16
290670,17
290670,102
290670,103
300640,16
300640,17
300640,102
300640,103
300650,16
300650,17
300650,102
300650,103
300660,16
300660,17
300660,102
300660,103
300670,16
300670,17
300670,102
300670,103
300680,16
300680,17
300680,102
300680,103
300700,16
300700,17
300700,102
300700,103
310670,16
310670,17
310670,102
310670,103
310690,16
310690,17
310690,102
310690,103
310710,16
310710,17
310710,102
310710,103
320700,16
320700,17
320700,102
320700,103
320720,16
320720,17
320720,102
320720,103
320730,16
320730,17
320730,102
320730,103
320740,16
320740,17
320740,102
320740,103
320760,16
320760,17
320760,102
320760,103
330710,16
330710,17
330710,102
330710,103
330720,16
330720,17
330720,102
330720,103
330730,16
330730,17
330730,102
330730,103
330740,16
330740,17
330740,102
330740,103
330750,16
330750,17
330750,102
330750,103
330760,16
330760,17
330760,102
330760,103
330770,16
330770,17
330770,102
330770,103
340740,16
340740,17
340740,102
340740,103
340750,16
340750,17
340750,102
340750,103
340760,16
340760,17
340760,102
340760,103
340770,16
340770,17
340770,102
340770,103
340780,16
340780,17
340780,102
340780,103
340790,16
340790,17
340790,102
340790,103
340800,16
340800,17
340800,102
340800,103
340820,16
340820,17
340820,102
340820,103
350770,16
350770,17
350770,102
350770,103
350790,16
350790,17
350790,102
350790,103
350810,16
350810,17
350810,102
350810,103
350820,16
350820,17
350820,102
350820,103
360780,16
360780,17
360780,102
360780,103
360800,16
360800,17
360800,102
360800,103
360820,16
360820,17
360820,102
360820,103
360830,16
360830,17
360830,102
360830,103
360840,16
360840,17
360840,102
360840,103
360850,16
360850,17
360850,102
360850,103
360860,16
360860,17
360860,102
360860,103
370850,16
370850,17
370850,102
370850,103
370860,16
370860,17
370860,102
370860,103
370870,16
370870,17
370870,102
370870,103
370880,16
370880,17
370880,102
370880,103
380830,16
380830,17
380830,102
380830,103
380840,16
380840,17
380840,102
380840,103
380850,16
380850,17
380850,102
380850,103
380860,16
380860,17
380860,102
380860,103
380870,16
380870,17
380870,102
380870,103
380880,16
380880,17
380880,102
380880,103
380890,16
380890,17
380890,102
380890,103
380900,16
380900,17
380900,102
380900,103
390870,16
390870,17
390870,102
390870,103
390880,16
390880,17
390880,102
390880,103
390890,16
390890,102
390890,103
390900,16
390900,17
390900,102
390900,103
390910,16
390910,17
390910,102
390910,103
400880,16
400880,17
400880,102
400880,103
400890,16
400890,17
400890,102
400890,103
400900,16
400900,102
400900,103
400910,16
400910,17
400910,102
400910,103
400920,16
400920,17
400920,102
400920,103
400930,16
400930,17
400930,102
400930,103
400940,16
400940,17
400940,102
400940,103
400950,16
400950,17
400950,102
400950,103
400960,16
400960,17
400960,102
400960,103
410910,16
410910,17
410910,102
410910,103
410920,16
410920,17
410920,102
410920,103
410930,16
410930,17
410930,102
410930,103
410940,16
410940,17
410940,102
410940,103
410941,16
410941,17
410941,102
410941,103
410950,16
410950,17
410950,102
410950,103
421000,16
421000,17
421000,102
421000,103
420920,16
420920,102
420920,103
420930,16
420930,17
420930,102
420930,103
420940,16
420940,17
420940,102
420940,103
420950,16
420950,17
420950,102
420950,103
420960,16
420960,17
420960,102
420960,103
420970,16
420970,17
420970,102
420970,103
420980,16
420980,17
420980,102
420980,103
420990,16
420990,17
420990,102
420990,103
430960,16
430960,17
430960,102
430960,103
430970,16
430970,17
430970,102
430970,103
430980,16
430980,17
430980,102
430980,103
430990,16
430990,17
430990,102
430990,103
441000,16
441000,17
441000,102
441000,103
441010,16
441010,17
441010,102
441010,103
441020,16
441020,17
441020,102
441020,103
441030,16
441030,17
441030,102
441030,103
441040,16
441040,17
441040,102
441040,103
441050,16
441050,17
441050,102
441050,103
441060,16
441060,17
441060,102
441060,103
440960,16
440960,17
440960,102
440960,103
440970,16
440970,17
440970,102
440970,103
440980,16
440980,17
440980,102
440980,103
440990,16
440990,17
440990,102
440990,103
451010,16
451010,17
451010,102
451010,103
451020,16
451020,17
451020,102
451020,103
451030,16
451030,17
451030,102
451030,103
451040,16
451040,17
451040,102
451040,103
451050,16
451050,17
451050,102
451050,103
450990,16
450990,17
450990,102
450990,103
461020,16
461020,17
461020,102
461020,103
461030,16
461030,17
461030,102
461030,103
461040,16
461040,17
461040,102
461040,103
461050,16
461050,17
461050,102
461050,103
461060,16
461060,17
461060,102
461060,103
461070,16
461070,17
461070,102
461070,103
461080,16
461080,17
461080,102
461080,103
461100,16
461100,17
461100,102
461100,103
471061,16
471061,17
471061,102
