100210,17
110220,17
110230,17
120250,17
120260,17
130260,17
130260,17
130270,17
140290,17
140300,17
150310,17
150320,17
160320,17
160330,17
160340,17
170350,17
170360,17
170360,17
180360,17
180370,17
180380,17
190390,17
190400,17
190400,17
200400,17
200410,17
200420,17
210450,17
210460,17
210460,17
220440,17
220460,17
220470,17
220480,17
220490,17
230480,17
230490,17
230500,17
230510,17
240500,17
240510,17
240520,17
240530,17
240540,17
250520,17
250520,17
250530,17
250540,17
250540,17
260540,17
260540,17
260550,17
260550,17
260560,17
270560,17
270560,17
270570,17
270580,17
270581,17
280570,17
280580,17
280590,17
280600,17
290630,17
300640,17
300650,17
310670,17
320700,17
320710,17
330710,17
330720,17
340740,17
340750,17
340750,17
350770,17
360780,17
360790,17
360800,17
380830,17
380840,17
380850,17
380850,17
380860,17
380870,17
380870,17
390870,17
390870,17
390880,17
390880,17
390890,17
390890,17
400880,17
400890,17
400890,17
400900,17
410910,17
410910,17
410920,17
410920,17
420920,17
420930,17
420930,17
461090,17
461090,17
481070,17
501211,17
501211,17
521211,17
521211,17
531330,17
541250,17
581371,17
581371,17
601490,17
611460,17
611500,17
611500,17
641590,17
651610,17
661550,17
661570,17
671650,103
671650,103
681650,17
751861,17
751861,17
771942,16
771942,16
771942,17
771942,17
771942,17
771942,102
771942,102
771942,103
801970,17
801970,17
801971,17
801971,17
832101,17
832101,17
882230,103
882240,18
882240,103
882250,18
882250,103
892250,103
892260,103
892270,103
902270,103
902280,103
902290,103
902300,103
902310,103
912290,103
912300,103
912320,103
922300,103
922310,103
922320,103
922340,18
922340,103
922340,103
922400,18
932340,103
932350,103
932350,103
932360,103
932361,103
932370,103
932380,103
932390,103
942360,103
942360,103
942370,103
942380,103
942410,103
942450,17
952400,103
952420,103
952421,103
952430,103
952440,103
962400,103
962410,103
962420,103
962420,103
962430,103
962440,103
962440,103
962450,103
962460,103
962460,103
962470,103
972450,103
972460,103
972470,103
972490,103
972500,103
982460,103
982480,103
982490,103
982500,103
982510,103
