40070,103
40090,16
60120,102
60120,103
240500,16
240500,103
240530,16
240530,103
240540,16
240540,103
270590,17
280610,17
280640,17
300690,16
300690,102
300690,103
310700,16
310700,102
310700,103
320710,16
320710,102
320710,103
320750,16
320750,102
320750,103
340810,16
340810,102
340810,103
350800,16
350800,102
350800,103
360790,16
360790,102
360790,103
360810,16
360810,17
360810,102
360810,103
461090,16
461090,102
461090,103
471090,17
471120,16
471120,102
471120,103
471130,16
471130,102
471130,103
471140,16
471140,102
471140,103
471150,16
471150,102
471150,103
471160,16
471160,102
471160,103
471170,16
471170,102
471170,103
471181,16
471181,102
471181,103
481060,17
481070,16
481070,102
481070,103
481150,16
481150,17
481150,102
481150,103
501211,16
501211,102
501211,103
521310,16
521310,102
521310,103
521211,16
521211,102
521211,103
531320,16
531320,102
531320,103
531330,16
531330,102
531330,103
531340,16
531340,102
531340,103
531321,16
531321,102
531321,103
541250,16
541250,102
541250,103
541350,16
541350,17
541350,103
581371,16
581371,102
581371,103
601490,16
601490,102
601490,103
611430,16
611430,17
611430,102
611430,103
611440,16
611440,17
611440,102
611440,103
611450,16
611450,17
611450,102
611450,103
611460,16
611460,102
611460,103
611500,16
611500,102
611500,103
641550,16
641550,17
641560,17
641570,16
641570,17
641580,16
641580,17
641590,16
641590,102
641590,103
641600,16
641600,17
651610,16
651610,102
651610,103
661540,16
661540,17
661540,102
661540,103
661550,16
661550,102
661550,103
661570,16
661570,102
661570,103
681630,16
681630,102
681630,103
681650,16
681650,102
681650,103
691680,16
691680,17
691680,102
691680,103
731800,16
731800,17
731800,102
731800,103
751861,16
751861,102
751861,103
771941,16
771941,102
771941,103
781970,16
781970,17
781970,102
781970,103
801970,16
801970,102
801970,103
801971,16
801971,102
801971,103
832101,16
832101,102
832101,103
842100,16
842100,17
842100,102
842100,103
902310,16
902310,17
902310,18
902310,102
912290,16
912290,17
912290,18
912290,102
912300,16
912300,17
912300,18
912300,102
922300,16
922300,17
922300,18
922300,102
922310,16
922310,17
922310,18
922310,102
932340,16
932340,17
932340,18
932340,102
932361,16
932361,17
932361,18
932361,102
942370,18
942440,18
942450,16
942450,18
942450,102
942450,103
952400,16
952400,17
952400,18
952400,102
952420,18
972450,16
972450,17
972450,18
972450,102
972460,16
972460,17
972460,18
972460,102
972480,16
972480,17
972480,18
972480,102
982460,16
982460,17
982460,18
982460,102
982470,16
982470,18
982470,102
982470,103
982480,16
982480,17
982480,18
982480,102
